city,date,max_temp,min_temp,avg_temp,humidity,precipitation,year
Bangalore,2015-03-22,39.6,14.0,26.8,95.8,1.6,2015
Chennai,2015-03-22,37.4,20.1,28.7,88.1,28.1,2015
Kolkata,2015-03-22,42.9,5.5,24.2,75.6,20.1,2015
Hyderabad,2015-03-22,38.3,9.1,23.7,98.5,13.2,2015
Pune,2015-03-22,29.0,6.5,17.8,51.4,44.1,2015
Ahmedabad,2015-03-22,39.2,16.6,27.9,65.2,49.7,2015
Delhi,2015-03-23,27.8,11.8,19.8,95.7,5.2,2015
Mumbai,2015-03-23,30.0,23.4,26.7,87.8,23.0,2015
Bangalore,2015-03-23,33.7,11.1,22.4,65.0,6.5,2015
Chennai,2015-03-23,35.6,14.2,24.9,50.5,25.9,2015
Kolkata,2015-03-23,32.7,10.7,21.7,69.6,48.0,2015
Hyderabad,2015-03-23,33.5,17.4,25.4,73.8,25.8,2015
Pune,2015-03-23,37.6,14.5,26.1,76.3,39.4,2015
Ahmedabad,2015-03-23,33.0,5.9,19.4,98.4,0.6,2015
Delhi,2015-03-24,32.4,22.4,27.4,48.9,45.8,2015
Mumbai,2015-03-24,34.2,16.8,25.5,46.9,28.6,2015
Bangalore,2015-03-24,39.0,17.2,28.1,43.4,28.1,2015
Chennai,2015-03-24,35.8,17.4,26.6,56.9,18.4,2015
Kolkata,2015-03-24,40.3,6.5,23.4,64.6,47.9,2015
Hyderabad,2015-03-24,42.7,24.3,33.5,57.2,29.3,2015
Pune,2015-03-24,30.8,15.8,23.3,86.5,6.2,2015
Ahmedabad,2015-03-24,33.8,20.4,27.1,82.8,32.9,2015
Delhi,2015-03-25,33.0,8.7,20.9,42.1,45.7,2015
Mumbai,2015-03-25,31.5,10.8,21.1,75.8,33.2,2015
Bangalore,2015-03-25,34.7,10.1,22.4,63.4,14.5,2015
Chennai,2015-03-25,41.5,16.1,28.8,68.7,34.3,2015
Kolkata,2015-03-25,41.7,12.6,27.1,68.1,6.3,2015
Hyderabad,2015-03-25,36.3,13.5,24.9,93.8,42.6,2015
Pune,2015-03-25,29.1,23.1,26.1,88.8,31.0,2015
Ahmedabad,2015-03-25,44.9,5.2,25.0,83.8,2.1,2015
Delhi,2015-03-26,30.8,21.2,26.0,41.7,7.6,2015
Mumbai,2015-03-26,41.0,19.2,30.1,46.7,39.8,2015
Bangalore,2015-03-26,31.5,13.6,22.5,71.8,10.4,2015
Chennai,2015-03-26,37.1,18.3,27.7,44.8,27.1,2015
Kolkata,2015-03-26,28.5,8.6,18.5,40.3,16.4,2015
Hyderabad,2015-03-26,40.9,16.4,28.6,44.0,13.5,2015
Pune,2015-03-26,39.8,11.7,25.7,74.0,29.1,2015
Ahmedabad,2015-03-26,44.6,23.2,33.9,59.9,27.1,2015
Delhi,2015-03-27,30.2,19.4,24.8,55.8,5.7,2015
Mumbai,2015-03-27,37.1,6.1,21.6,81.3,35.3,2015
Bangalore,2015-03-27,30.0,24.1,27.0,67.9,29.3,2015
Chennai,2015-03-27,30.4,20.2,25.3,66.9,12.8,2015
Kolkata,2015-03-27,31.6,9.1,20.4,49.3,23.4,2015
Hyderabad,2015-03-27,27.3,11.2,19.2,93.8,41.9,2015
Pune,2015-03-27,43.5,9.6,26.6,76.5,36.3,2015
Ahmedabad,2015-03-27,37.9,16.4,27.1,43.7,17.4,2015
Delhi,2015-03-28,31.2,19.8,25.5,86.5,46.2,2015
Mumbai,2015-03-28,40.4,13.9,27.2,76.0,26.8,2015
Bangalore,2015-03-28,29.4,9.0,19.2,92.4,1.2,2015
Chennai,2015-03-28,26.2,10.2,18.2,91.7,31.5,2015
Kolkata,2015-03-28,42.4,23.7,33.1,73.9,5.9,2015
Hyderabad,2015-03-28,37.6,5.1,21.4,88.7,9.8,2015
Pune,2015-03-28,41.7,23.2,32.5,70.4,35.3,2015
Ahmedabad,2015-03-28,31.9,22.9,27.4,95.3,16.7,2015
Delhi,2015-03-29,36.3,10.9,23.6,91.1,17.6,2015
Mumbai,2015-03-29,44.6,21.8,33.2,57.7,21.2,2015
Bangalore,2015-03-29,42.8,6.9,24.9,86.7,23.4,2015
Chennai,2015-03-29,27.2,23.6,25.4,75.9,0.3,2015
Kolkata,2015-03-29,26.3,11.0,18.7,41.9,19.8,2015
Hyderabad,2015-03-29,30.3,18.0,24.1,84.8,1.1,2015
Pune,2015-03-29,34.4,10.6,22.5,75.3,31.8,2015
Ahmedabad,2015-03-29,44.2,14.5,29.3,56.4,5.8,2015
Delhi,2015-03-30,42.7,14.0,28.3,76.9,28.7,2015
Mumbai,2015-03-30,26.1,13.2,19.6,52.6,11.5,2015
Bangalore,2015-03-30,28.7,5.1,16.9,95.5,33.0,2015
Chennai,2015-03-30,37.4,22.1,29.8,42.0,27.8,2015
Kolkata,2015-03-30,41.6,7.5,24.5,75.3,46.4,2015
Hyderabad,2015-03-30,32.6,17.0,24.8,60.2,17.4,2015
Pune,2015-03-30,42.0,15.9,29.0,87.5,22.2,2015
Ahmedabad,2015-03-30,34.1,15.2,24.6,75.7,3.3,2015
Delhi,2015-03-31,37.3,20.4,28.9,85.9,25.5,2015
Mumbai,2015-03-31,44.1,13.3,28.7,87.7,7.8,2015
Bangalore,2015-03-31,34.5,15.0,24.8,77.9,22.8,2015
Chennai,2015-03-31,25.2,22.6,23.9,74.8,21.0,2015
Kolkata,2015-03-31,26.8,20.3,23.5,64.0,38.7,2015
Hyderabad,2015-03-31,31.7,11.7,21.7,96.4,19.9,2015
Pune,2015-03-31,43.7,24.5,34.1,53.5,35.5,2015
Ahmedabad,2015-03-31,31.6,15.7,23.7,59.0,28.8,2015
Delhi,2015-04-01,32.0,17.6,24.8,67.0,36.9,2015
Mumbai,2015-04-01,38.2,7.8,23.0,54.2,39.2,2015
Bangalore,2015-04-01,41.5,12.9,27.2,94.0,25.8,2015
Chennai,2015-04-01,27.2,10.4,18.8,41.8,34.5,2015
Kolkata,2015-04-01,27.7,10.1,18.9,74.6,16.1,2015
Hyderabad,2015-04-01,38.5,11.3,24.9,69.7,48.5,2015
Pune,2015-04-01,25.0,24.2,24.6,86.7,14.3,2015
Ahmedabad,2015-04-01,37.0,18.5,27.8,87.3,38.8,2015
Delhi,2015-04-02,36.6,16.1,26.3,66.8,47.9,2015
Mumbai,2015-04-02,44.6,15.9,30.2,40.1,43.6,2015
Bangalore,2015-04-02,29.5,23.7,26.6,68.6,3.5,2015
Chennai,2015-04-02,36.8,16.3,26.5,83.3,1.8,2015
Kolkata,2015-04-02,34.8,7.3,21.0,69.0,22.2,2015
Hyderabad,2015-04-02,34.3,21.6,27.9,86.4,42.7,2015
Pune,2015-04-02,37.2,7.0,22.1,78.7,35.8,2015
Ahmedabad,2015-04-02,34.1,22.3,28.2,93.5,27.6,2015
Delhi,2015-04-03,25.4,8.9,17.1,59.8,17.8,2015
Mumbai,2015-04-03,26.1,8.6,17.4,66.4,2.5,2015
Bangalore,2015-04-03,43.1,20.1,31.6,71.9,37.9,2015
Chennai,2015-04-03,29.6,6.5,18.0,94.9,0.1,2015
Kolkata,2015-04-03,41.9,12.0,27.0,52.1,45.8,2015
Hyderabad,2015-04-03,39.2,17.3,28.2,66.9,0.8,2015
Pune,2015-04-03,28.2,6.2,17.2,99.9,38.2,2015
Ahmedabad,2015-04-03,37.9,7.6,22.7,61.8,40.7,2015
Delhi,2015-04-04,35.3,7.5,21.4,98.6,14.3,2015
Mumbai,2015-04-04,36.4,14.6,25.5,87.6,35.3,2015
Bangalore,2015-04-04,34.1,7.4,20.8,66.0,11.8,2015
Chennai,2015-04-04,30.6,18.3,24.5,78.4,1.2,2015
Kolkata,2015-04-04,27.7,16.5,22.1,81.3,19.3,2015
Hyderabad,2015-04-04,38.2,22.3,30.3,76.5,42.4,2015
Pune,2015-04-04,39.0,21.9,30.4,57.4,24.9,2015
Ahmedabad,2015-04-04,25.6,8.1,16.8,76.4,17.8,2015
Delhi,2015-04-05,41.4,24.1,32.8,80.7,47.6,2015
Mumbai,2015-04-05,25.1,11.1,18.1,62.4,14.3,2015
Bangalore,2015-04-05,33.4,23.1,28.2,45.3,18.4,2015
Chennai,2015-04-05,40.4,20.5,30.4,53.1,0.5,2015
Kolkata,2015-04-05,31.7,16.9,24.3,94.5,17.4,2015
Hyderabad,2015-04-05,39.1,22.4,30.7,75.8,7.2,2015
Pune,2015-04-05,37.8,24.7,31.2,92.5,18.0,2015
Ahmedabad,2015-04-05,28.6,19.5,24.1,97.7,7.3,2015
Delhi,2015-04-06,27.1,18.3,22.7,59.1,9.0,2015
Mumbai,2015-04-06,42.1,20.1,31.1,93.7,16.5,2015
Bangalore,2015-04-06,37.2,10.1,23.7,76.2,44.9,2015
Chennai,2015-04-06,31.1,21.7,26.4,77.5,14.7,2015
Kolkata,2015-04-06,28.4,15.7,22.1,78.9,31.8,2015
Hyderabad,2015-04-06,31.2,8.0,19.6,59.7,44.2,2015
Pune,2015-04-06,41.1,10.5,25.8,58.1,36.9,2015
Ahmedabad,2015-04-06,30.9,24.1,27.5,84.4,0.3,2015
Delhi,2015-04-07,31.7,9.0,20.3,74.2,27.7,2015
Mumbai,2015-04-07,30.9,14.0,22.4,86.2,26.3,2015
Bangalore,2015-04-07,33.2,7.6,20.4,86.3,33.5,2015
Chennai,2015-04-07,37.4,21.9,29.6,65.8,0.5,2015
Kolkata,2015-04-07,38.8,11.8,25.3,60.1,46.5,2015
Hyderabad,2015-04-07,25.4,17.1,21.2,66.8,41.5,2015
Pune,2015-04-07,30.8,19.6,25.2,75.7,3.6,2015
Ahmedabad,2015-04-07,26.8,18.6,22.7,42.7,9.9,2015
Delhi,2015-04-08,33.6,7.3,20.5,83.2,13.8,2015
Mumbai,2015-04-08,41.9,15.9,28.9,48.9,25.0,2015
Bangalore,2015-04-08,28.6,8.0,18.3,45.5,12.7,2015
Chennai,2015-04-08,27.8,5.6,16.7,91.0,38.5,2015
Kolkata,2015-04-08,35.3,6.4,20.9,98.6,44.6,2015
Hyderabad,2015-04-08,37.7,23.0,30.4,48.4,41.7,2015
Pune,2015-04-08,30.1,17.3,23.7,87.9,16.0,2015
Ahmedabad,2015-04-08,44.3,16.5,30.4,71.3,44.9,2015
Delhi,2015-04-09,38.3,11.1,24.7,85.6,13.3,2015
Mumbai,2015-04-09,30.4,17.5,24.0,61.1,12.1,2015
Bangalore,2015-04-09,29.3,24.9,27.1,98.3,16.1,2015
Chennai,2015-04-09,43.8,22.3,33.0,85.0,6.2,2015
Kolkata,2015-04-09,33.4,10.2,21.8,53.6,2.9,2015
Hyderabad,2015-04-09,34.2,11.7,23.0,43.8,12.9,2015
Pune,2015-04-09,32.7,13.1,22.9,99.6,46.3,2015
Ahmedabad,2015-04-09,39.3,24.1,31.7,98.1,26.7,2015
Delhi,2015-04-10,30.9,13.1,22.0,95.8,25.4,2015
Mumbai,2015-04-10,32.8,24.4,28.6,81.7,18.2,2015
Bangalore,2015-04-10,31.2,20.0,25.6,97.9,12.9,2015
Chennai,2015-04-10,39.2,12.1,25.7,67.2,39.0,2015
Kolkata,2015-04-10,43.7,22.5,33.1,87.4,10.1,2015
Hyderabad,2015-04-10,26.2,24.4,25.3,44.0,28.5,2015
Pune,2015-04-10,42.6,20.4,31.5,65.9,3.4,2015
Ahmedabad,2015-04-10,26.6,17.8,22.2,54.0,29.6,2015
Delhi,2015-04-11,29.8,16.0,22.9,87.8,40.8,2015
Mumbai,2015-04-11,32.0,5.0,18.5,69.8,43.2,2015
Bangalore,2015-04-11,42.2,16.4,29.3,58.0,16.8,2015
Chennai,2015-04-11,35.3,23.2,29.3,70.1,45.5,2015
Kolkata,2015-04-11,35.4,13.9,24.7,49.8,9.1,2015
Hyderabad,2015-04-11,30.1,14.6,22.4,83.9,0.2,2015
Pune,2015-04-11,28.5,14.7,21.6,85.3,19.7,2015
Ahmedabad,2015-04-11,30.5,15.0,22.8,52.8,22.4,2015
Delhi,2015-04-12,33.8,21.7,27.7,90.7,44.5,2015
Mumbai,2015-04-12,30.4,14.7,22.5,46.9,13.6,2015
Bangalore,2015-04-12,25.5,12.9,19.2,71.2,42.6,2015
Chennai,2015-04-12,27.8,6.2,17.0,73.5,9.3,2015
Kolkata,2015-04-12,41.3,23.5,32.4,94.6,24.9,2015
Hyderabad,2015-04-12,44.4,18.9,31.7,93.1,12.5,2015
Pune,2015-04-12,40.8,22.8,31.8,75.5,33.2,2015
Ahmedabad,2015-04-12,38.0,8.6,23.3,97.1,42.0,2015
Delhi,2015-04-13,39.9,24.6,32.2,46.2,9.2,2015
Mumbai,2015-04-13,30.7,22.0,26.4,77.1,12.4,2015
Bangalore,2015-04-13,32.1,24.9,28.5,63.0,40.2,2015
Chennai,2015-04-13,32.9,6.1,19.5,73.0,19.2,2015
Kolkata,2015-04-13,43.6,16.3,29.9,41.9,10.0,2015
Hyderabad,2015-04-13,39.5,23.3,31.4,50.9,14.6,2015
Pune,2015-04-13,39.3,16.1,27.7,75.8,43.8,2015
Ahmedabad,2015-04-13,39.4,22.0,30.7,57.5,4.4,2015
Delhi,2015-04-14,43.2,19.5,31.3,70.5,1.5,2015
Mumbai,2015-04-14,35.7,10.9,23.3,86.0,40.0,2015
Bangalore,2015-04-14,28.3,23.0,25.6,76.5,45.1,2015
Chennai,2015-04-14,29.5,20.1,24.8,65.7,16.4,2015
Kolkata,2015-04-14,29.6,22.6,26.1,90.3,17.9,2015
Hyderabad,2015-04-14,28.0,13.9,20.9,76.2,26.0,2015
Pune,2015-04-14,35.9,14.1,25.0,66.9,31.7,2015
Ahmedabad,2015-04-14,42.6,16.3,29.4,74.4,5.7,2015
Delhi,2015-04-15,33.9,20.7,27.3,49.9,39.2,2015
Mumbai,2015-04-15,44.9,6.7,25.8,40.9,22.2,2015
Bangalore,2015-04-15,35.8,16.1,26.0,94.0,27.4,2015
Chennai,2015-04-15,35.0,10.9,23.0,48.2,23.3,2015
Kolkata,2015-04-15,26.5,13.9,20.2,64.8,40.4,2015
Hyderabad,2015-04-15,39.0,7.6,23.3,63.7,15.3,2015
Pune,2015-04-15,25.1,10.3,17.7,68.6,27.8,2015
Ahmedabad,2015-04-15,33.5,11.1,22.3,60.5,43.1,2015
Delhi,2015-04-16,28.2,24.1,26.2,65.1,26.7,2015
Mumbai,2015-04-16,29.1,20.2,24.7,44.5,9.5,2015
Bangalore,2015-04-16,39.2,14.7,26.9,51.6,40.6,2015
Chennai,2015-04-16,27.3,5.1,16.2,47.2,36.9,2015
Kolkata,2015-04-16,26.5,9.7,18.1,69.4,12.9,2015
Hyderabad,2015-04-16,44.1,5.5,24.8,92.2,5.7,2015
Pune,2015-04-16,44.7,8.3,26.5,56.2,18.2,2015
Ahmedabad,2015-04-16,26.3,9.1,17.7,49.5,0.3,2015
Delhi,2015-04-17,44.3,6.1,25.2,73.6,32.8,2015
Mumbai,2015-04-17,41.6,21.8,31.7,79.9,37.3,2015
Bangalore,2015-04-17,39.7,17.7,28.7,53.7,34.9,2015
Chennai,2015-04-17,34.4,20.1,27.3,57.0,29.0,2015
Kolkata,2015-04-17,36.3,7.7,22.0,64.9,22.4,2015
Hyderabad,2015-04-17,31.3,7.2,19.3,51.6,2.9,2015
Pune,2015-04-17,29.3,12.8,21.0,60.8,24.0,2015
Ahmedabad,2015-04-17,31.5,18.5,25.0,57.0,26.0,2015
Delhi,2015-04-18,41.0,16.9,28.9,49.5,16.1,2015
Mumbai,2015-04-18,26.8,8.6,17.7,86.1,42.2,2015
Bangalore,2015-04-18,39.7,20.2,30.0,59.4,47.2,2015
Chennai,2015-04-18,31.6,14.6,23.1,84.9,43.2,2015
Kolkata,2015-04-18,37.4,20.0,28.7,42.5,32.1,2015
Hyderabad,2015-04-18,37.1,12.7,24.9,92.2,47.7,2015
Pune,2015-04-18,44.4,24.6,34.5,63.9,43.9,2015
Ahmedabad,2015-04-18,25.9,21.0,23.4,70.0,36.4,2015
Delhi,2015-04-19,35.1,22.8,28.9,41.0,32.3,2015
Mumbai,2015-04-19,28.4,14.4,21.4,48.5,5.9,2015
Bangalore,2015-04-19,27.7,16.1,21.9,67.3,29.5,2015
Chennai,2015-04-19,29.1,13.6,21.4,96.8,10.9,2015
Kolkata,2015-04-19,33.4,6.5,20.0,69.0,8.3,2015
Hyderabad,2015-04-19,30.1,17.6,23.9,59.9,34.4,2015
Pune,2015-04-19,36.6,18.3,27.5,77.4,14.5,2015
Ahmedabad,2015-04-19,39.1,22.2,30.7,61.9,25.0,2015
Delhi,2015-04-20,42.3,6.4,24.4,75.9,24.6,2015
Mumbai,2015-04-20,32.9,11.5,22.2,40.9,45.6,2015
Bangalore,2015-04-20,43.7,9.5,26.6,76.6,47.5,2015
Chennai,2015-04-20,26.6,18.3,22.5,75.7,45.8,2015
Kolkata,2015-04-20,26.4,7.2,16.8,41.2,38.6,2015
Hyderabad,2015-04-20,29.1,21.2,25.2,65.2,22.1,2015
Pune,2015-04-20,35.4,7.1,21.2,40.7,28.7,2015
Ahmedabad,2015-04-20,41.3,11.2,26.3,42.8,4.9,2015
Delhi,2015-04-21,31.7,22.6,27.1,53.2,28.0,2015
Mumbai,2015-04-21,35.1,7.9,21.5,65.7,32.9,2015
Bangalore,2015-04-21,41.4,22.0,31.7,81.2,49.0,2015
Chennai,2015-04-21,35.7,6.0,20.8,56.4,14.9,2015
Kolkata,2015-04-21,42.2,12.8,27.5,83.2,20.3,2015
Hyderabad,2015-04-21,31.9,6.0,18.9,95.9,0.6,2015
Pune,2015-04-21,30.7,8.5,19.6,76.2,27.7,2015
Ahmedabad,2015-04-21,35.2,15.7,25.4,51.4,47.3,2015
Delhi,2015-04-22,30.1,17.9,24.0,42.0,17.0,2015
Mumbai,2015-04-22,40.5,24.2,32.4,67.0,9.2,2015
Bangalore,2015-04-22,38.5,19.0,28.7,80.7,11.7,2015
Chennai,2015-04-22,37.2,24.8,31.0,92.4,37.4,2015
Kolkata,2015-04-22,35.4,24.2,29.8,88.8,43.1,2015
Hyderabad,2015-04-22,41.2,20.3,30.8,62.3,36.7,2015
Pune,2015-04-22,30.9,17.8,24.4,73.2,15.9,2015
Ahmedabad,2015-04-22,43.2,5.8,24.5,44.3,8.8,2015
Delhi,2015-04-23,30.2,16.8,23.5,47.1,48.3,2015
Mumbai,2015-04-23,25.7,14.8,20.3,89.7,28.4,2015
Bangalore,2015-04-23,25.3,16.3,20.8,46.6,11.4,2015
Chennai,2015-04-23,31.8,24.8,28.3,67.8,13.6,2015
Kolkata,2015-04-23,31.6,21.9,26.7,91.2,45.2,2015
Hyderabad,2015-04-23,38.5,14.9,26.7,93.4,25.2,2015
Pune,2015-04-23,32.8,20.9,26.9,76.0,27.1,2015
Ahmedabad,2015-04-23,42.7,20.5,31.6,81.3,32.8,2015
Delhi,2015-04-24,26.1,13.2,19.7,48.3,18.2,2015
Mumbai,2015-04-24,33.0,21.3,27.2,68.0,11.8,2015
Bangalore,2015-04-24,26.5,12.6,19.6,94.6,29.0,2015
Chennai,2015-04-24,26.1,20.7,23.4,80.7,21.5,2015
Kolkata,2015-04-24,38.8,15.4,27.1,48.3,29.4,2015
Hyderabad,2015-04-24,25.3,10.3,17.8,70.4,34.9,2015
Pune,2015-04-24,39.5,16.4,28.0,40.4,7.3,2015
Ahmedabad,2015-04-24,41.8,9.8,25.8,40.2,23.0,2015
Delhi,2015-04-25,32.0,18.9,25.4,50.2,21.7,2015
Mumbai,2015-04-25,42.9,22.7,32.8,54.5,18.7,2015
Bangalore,2015-04-25,34.5,23.6,29.1,80.4,14.7,2015
Chennai,2015-04-25,28.4,20.7,24.5,81.9,32.3,2015
Kolkata,2015-04-25,36.6,8.8,22.7,81.0,21.1,2015
Hyderabad,2015-04-25,35.5,9.0,22.2,84.5,40.6,2015
Pune,2015-04-25,35.9,16.5,26.2,84.9,46.2,2015
Ahmedabad,2015-04-25,36.7,12.6,24.6,98.6,0.5,2015
Delhi,2015-04-26,26.4,18.9,22.6,76.2,15.4,2015
Mumbai,2015-04-26,44.6,7.0,25.8,98.4,10.1,2015
Bangalore,2015-04-26,32.2,24.2,28.2,65.1,15.7,2015
Chennai,2015-04-26,30.0,14.5,22.3,54.7,47.7,2015
Kolkata,2015-04-26,41.4,14.8,28.1,50.9,49.1,2015
Hyderabad,2015-04-26,31.7,12.5,22.1,70.6,39.1,2015
Pune,2015-04-26,26.9,21.4,24.1,43.9,43.2,2015
Ahmedabad,2015-04-26,25.5,19.5,22.5,58.2,8.6,2015
Delhi,2015-04-27,25.2,6.4,15.8,65.8,0.5,2015
Mumbai,2015-04-27,44.1,10.8,27.4,68.1,48.8,2015
Bangalore,2015-04-27,34.9,10.7,22.8,51.8,34.4,2015
Chennai,2015-04-27,43.1,21.3,32.2,75.7,16.9,2015
Kolkata,2015-04-27,40.6,15.3,27.9,70.5,3.8,2015
Hyderabad,2015-04-27,42.2,24.7,33.5,53.8,47.6,2015
Pune,2015-04-27,38.1,9.4,23.8,64.4,19.0,2015
Ahmedabad,2015-04-27,41.3,19.2,30.2,93.8,19.9,2015
Delhi,2015-04-28,26.1,19.9,23.0,77.0,27.1,2015
Mumbai,2015-04-28,25.4,15.6,20.5,90.9,46.9,2015
Bangalore,2015-04-28,35.4,10.3,22.9,59.7,20.9,2015
Chennai,2015-04-28,42.1,16.9,29.5,69.0,23.2,2015
Kolkata,2015-04-28,40.4,7.2,23.8,48.6,9.4,2015
Hyderabad,2015-04-28,27.4,10.7,19.1,73.3,46.5,2015
Pune,2015-04-28,30.9,12.0,21.4,40.9,22.0,2015
Ahmedabad,2015-04-28,32.6,16.8,24.7,82.5,30.6,2015
Delhi,2015-04-29,28.1,15.4,21.8,48.0,33.0,2015
Mumbai,2015-04-29,29.2,5.3,17.2,79.2,21.0,2015
Bangalore,2015-04-29,30.2,19.8,25.0,64.2,0.1,2015
Chennai,2015-04-29,32.1,16.8,24.4,98.6,22.6,2015
Kolkata,2015-04-29,37.4,14.5,26.0,54.1,37.4,2015
Hyderabad,2015-04-29,34.7,5.1,19.9,53.8,40.2,2015
Pune,2015-04-29,31.5,8.2,19.9,47.8,44.3,2015
Ahmedabad,2015-04-29,40.4,10.7,25.6,78.0,21.6,2015
Delhi,2015-04-30,38.2,20.7,29.4,51.7,39.1,2015
Mumbai,2015-04-30,37.4,5.6,21.5,56.0,32.6,2015
Bangalore,2015-04-30,29.8,23.7,26.7,50.8,8.4,2015
Chennai,2015-04-30,41.7,6.3,24.0,81.7,18.8,2015
Kolkata,2015-04-30,27.2,16.7,21.9,63.7,36.9,2015
Hyderabad,2015-04-30,27.5,13.3,20.4,96.5,15.7,2015
Pune,2015-04-30,30.8,15.9,23.4,80.7,34.2,2015
Ahmedabad,2015-04-30,25.5,13.3,19.4,82.6,11.3,2015
Delhi,2015-05-01,25.2,12.1,18.6,90.7,28.2,2015
Mumbai,2015-05-01,31.6,14.4,23.0,84.1,21.0,2015
Bangalore,2015-05-01,39.5,19.9,29.7,45.9,35.9,2015
Chennai,2015-05-01,36.3,23.8,30.1,65.4,27.0,2015
Kolkata,2015-05-01,38.7,15.5,27.1,97.2,40.0,2015
Hyderabad,2015-05-01,30.8,18.3,24.6,79.0,10.6,2015
Pune,2015-05-01,27.5,15.0,21.2,84.4,41.2,2015
Ahmedabad,2015-05-01,31.2,12.0,21.6,40.5,1.4,2015
Delhi,2015-05-02,43.5,18.8,31.2,77.3,0.9,2015
Mumbai,2015-05-02,38.2,10.8,24.5,71.3,20.2,2015
Bangalore,2015-05-02,36.8,18.6,27.7,44.7,38.4,2015
Chennai,2015-05-02,35.7,20.0,27.9,66.5,46.7,2015
Kolkata,2015-05-02,38.1,19.7,28.9,53.1,13.4,2015
Hyderabad,2015-05-02,38.4,20.4,29.4,94.8,3.8,2015
Pune,2015-05-02,39.1,18.0,28.5,69.6,49.9,2015
Ahmedabad,2015-05-02,29.0,18.1,23.5,42.9,31.4,2015
Delhi,2015-05-03,25.1,15.9,20.5,79.6,44.1,2015
Mumbai,2015-05-03,39.6,19.4,29.5,65.7,34.9,2015
Bangalore,2015-05-03,43.6,8.7,26.1,51.8,22.8,2015
Chennai,2015-05-03,41.8,12.8,27.3,67.2,45.2,2015
Kolkata,2015-05-03,36.5,18.8,27.6,65.6,24.6,2015
Hyderabad,2015-05-03,31.8,23.1,27.4,88.1,4.7,2015
Pune,2015-05-03,38.3,24.3,31.3,68.2,41.4,2015
Ahmedabad,2015-05-03,26.6,13.0,19.8,45.9,33.2,2015
Delhi,2015-05-04,37.8,16.5,27.1,54.5,36.2,2015
Mumbai,2015-05-04,26.4,11.1,18.8,63.2,16.5,2015
Bangalore,2015-05-04,42.5,7.6,25.0,83.0,13.7,2015
Chennai,2015-05-04,38.7,9.9,24.3,54.5,14.2,2015
Kolkata,2015-05-04,27.2,9.4,18.3,54.5,29.8,2015
Hyderabad,2015-05-04,35.2,18.0,26.6,60.7,1.8,2015
Pune,2015-05-04,25.4,6.4,15.9,40.1,25.2,2015
Ahmedabad,2015-05-04,41.1,9.7,25.4,72.1,19.9,2015
Delhi,2015-05-05,34.0,20.3,27.1,86.3,38.1,2015
Mumbai,2015-05-05,41.3,19.1,30.2,57.4,46.1,2015
Bangalore,2015-05-05,43.7,5.7,24.7,95.2,42.2,2015
Chennai,2015-05-05,42.6,5.1,23.9,94.6,34.8,2015
Kolkata,2015-05-05,25.3,21.0,23.2,97.7,44.4,2015
Hyderabad,2015-05-05,41.6,24.6,33.1,50.8,47.0,2015
Pune,2015-05-05,37.1,7.1,22.1,94.5,20.1,2015
Ahmedabad,2015-05-05,29.6,20.4,25.0,46.4,23.5,2015
Delhi,2015-05-06,35.3,10.9,23.1,55.5,23.0,2015
Mumbai,2015-05-06,43.4,11.9,27.7,62.7,34.6,2015
Bangalore,2015-05-06,37.4,21.6,29.5,62.4,2.1,2015
Chennai,2015-05-06,33.8,12.3,23.0,99.7,8.6,2015
Kolkata,2015-05-06,37.7,9.5,23.6,51.3,45.2,2015
Hyderabad,2015-05-06,26.3,14.0,20.1,98.6,31.7,2015
Pune,2015-05-06,28.4,7.3,17.8,53.9,5.1,2015
Ahmedabad,2015-05-06,41.5,21.9,31.7,54.6,39.6,2015
Delhi,2015-05-07,29.9,5.5,17.7,65.7,47.4,2015
Mumbai,2015-05-07,35.4,13.4,24.4,55.5,14.1,2015
Bangalore,2015-05-07,29.9,22.4,26.2,87.5,48.6,2015
Chennai,2015-05-07,37.7,10.9,24.3,75.4,6.8,2015
Kolkata,2015-05-07,33.7,16.9,25.3,46.4,40.7,2015
Hyderabad,2015-05-07,31.8,16.8,24.3,61.4,24.4,2015
Pune,2015-05-07,28.6,23.1,25.9,60.1,3.4,2015
Ahmedabad,2015-05-07,34.7,23.9,29.3,56.4,26.7,2015
Delhi,2015-05-08,39.6,20.6,30.1,44.2,42.0,2015
Mumbai,2015-05-08,31.8,17.7,24.8,97.8,13.7,2015
Bangalore,2015-05-08,35.6,5.7,20.7,93.9,9.4,2015
Chennai,2015-05-08,34.1,21.1,27.6,72.1,34.0,2015
Kolkata,2015-05-08,43.8,7.8,25.8,94.7,10.0,2015
Hyderabad,2015-05-08,42.5,7.7,25.1,77.3,23.8,2015
Pune,2015-05-08,29.6,15.4,22.5,42.9,25.1,2015
Ahmedabad,2015-05-08,26.7,6.1,16.4,85.8,47.9,2015
Delhi,2015-05-09,34.9,11.6,23.3,92.4,0.6,2015
Mumbai,2015-05-09,44.7,22.3,33.5,56.3,46.0,2015
Bangalore,2015-05-09,40.9,18.0,29.4,86.7,3.6,2015
Chennai,2015-05-09,30.9,16.1,23.5,48.1,25.7,2015
Kolkata,2015-05-09,25.7,13.1,19.4,67.8,35.6,2015
Hyderabad,2015-05-09,43.1,12.4,27.7,81.2,8.0,2015
Pune,2015-05-09,31.3,21.2,26.3,83.0,39.7,2015
